title,year,author,journal,doi,type,issn,shortname,journal_short,publisher,issue,volume,page,published,subject,abstract,licence,pmid,keyword,pmcid
Highway Infrastructure and Safety Implications of AV Technology,,,,,,,,,,,,,,,,,,,
Correlation of Driver Gender with Injury Severity in Large Truck Crashes in Missouri,2016.0,"[{'given': 'Jill M.', 'family': 'Bernard', 'name': 'Jill M. Bernard'}, {'given': 'Christopher M.', 'family': 'Mondy', 'name': 'Christopher M. Mondy'}]",Transportation Research Record: Journal of the Transportation Research Board,10.3141/2585-06,journal-article,"['0361-1981', '2169-4052']",Transportation Research Record,Transportation Research Record,SAGE Publications,1,2585,49-58,2016-01-01,"['Mechanical Engineering', 'Civil and Structural Engineering']"," Large trucks are vital for shipping freight in the United States but are also a dangerous mode of transportation. From 2002 to 2012, 91,145 crashes involving large trucks were recorded in Missouri, resulting in 1,156 fatalities and 18,457 injuries. Many factors contribute to the severity of a large truck crash; these factors and their effects on severity may vary as a function of gender. Missouri crash data from 2002 to 2012 were analyzed to identify circumstances that increased the probability of injury severity outcomes in the event of a large truck crash. Chi-square automatic interaction detector decision tree models were developed for each gender to understand predictor importance better and to uncover interactions between contributing factors. Results suggest that the major correlations with levels of injury severity are following too closely, physical impairment, and improper passing for female Missouri drivers with a commercial driver’s license (CDL) and driving too fast for conditions, failing to yield, and physical impairment for male Missouri CDL drivers. Results suggest that environmental factors are not significant predictors of severity outcome for female CDL drivers; however, road and lighting conditions play a tertiary role for male CDL drivers. Recommendations based on study results include encouraging truck driver training programs to focus educational efforts on gender-specific behaviors that affect crash injury severity to enhance road safety. ",,,,
"The Estimation, Ensembling and Comparison of Methodological Techniques used in Motor Vehicle Crash Severity Research",,,,,,,,,,,,,,,,,,,
Measuring the impacts of administrative policies on student performance in higher education,2019.0,"[{'given': 'William A.', 'family': 'Ellegood', 'name': 'William A. Ellegood'}, {'given': 'Jill', 'family': 'Bernard Bracy', 'name': 'Jill Bernard Bracy'}, {'given': 'Donald C.', 'family': 'Sweeney', 'name': 'Donald C. Sweeney'}, {'given': 'Mimi', 'family': 'Duncan', 'name': 'Mimi Duncan'}, {'given': 'Kathleen', 'family': 'Burns', 'name': 'Kathleen Burns'}]",Journal of Further and Higher Education,10.1080/0309877x.2017.1363386,journal-article,"['0309-877X', '1469-9486']",Journal of Further and Higher Education,Journal of Further and Higher Education,Informa UK Limited,3,43,418-433,2019-03-16,['Education'],,,,,
An Application of Decision Tree Models to Examine Motor Vehicle Crash Severity Outcomes,,,,,,,,,,,,,,,,,,,
Wellness Behaviors and Body Mass Index Among U.S. Adolescents: A Comparative Study,2018.0,"[{'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}]",International Journal of Sports Science and Physical Education,10.11648/j.ijsspe.20180303.11,journal-article,['2575-226X'],IJSSPE,IJSSPE,Science Publishing Group,3,3,32,2018-01-01,,,cc-by,,,
Evaluating the Factors Influencing the Efficiency and Usage of Public Sports Services in a Chinese Province,,,,,,,,,,,,,,,,,,,
Sleep Duration and BMI Percentile in Adolescents: An Analysis of the 2013 National Youth Risk Behavioral Survey,,,,,,,,,,,,,,,,,,,
Nutritional supplement practices of professional Ugandan athletes: a cross-sectional study,2017.0,"[{'given': 'Haruna', 'family': 'Muwonge', 'name': 'Haruna Muwonge'}, {'given': 'Robert', 'family': 'Zavuga', 'name': 'Robert Zavuga'}, {'given': 'Peninnah Aligawesa', 'family': 'Kabenge', 'name': 'Peninnah Aligawesa Kabenge'}, {'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}]",Journal of the International Society of Sports Nutrition,10.1186/s12970-017-0198-3,journal-article,['1550-2783'],Journal of the International Society of Sports Nutrition,Journal of the International Society of Sports Nutrition,Informa UK Limited,1,14,,2017-01-03,"['Nutrition and Dietetics', 'Food Science']",,cc-by-4.0,,,
A descriptive prospective study of sports medicine practices for athletes in Uganda,2021.0,"[{'given': 'Samuel', 'family': 'K Lubega', 'name': 'Samuel K Lubega'}, {'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}, {'given': 'Haruna', 'family': 'Muwonge', 'name': 'Haruna Muwonge'}, {'given': 'Mike', 'family': 'Lambert', 'name': 'Mike Lambert'}]",African Health Sciences,10.4314/ahs.v21i2.43,journal-article,['1680-6905'],Afr H. Sci.,Afr H. Sci.,African Journals Online (AJOL),2,21,826-834,2021-08-02,['General Medicine'],"Background: Many international sporting organizations have recommended practices to reduce the risk of injury. These practices include screening for injury, having appropriate emergency medical care, and protocols for managing injury before return-to-play. The extent of the uptake of these practices in a developing country such as Uganda, is unknown.&#x0D;
Methodology: Using a descriptive case study approach, this investigation focused on a sample of injured athletes (n = 75) in Uganda from four main sports associations (football, athletics, basketball and rugby). The data were collected through observations and interviews after the injury. Using a best medical practice framework the phases of emergency, intermediate, rehabilitative, and return-to-sports participation were described.&#x0D;
Result: Nine conditions/types of injury were included. The results revealed a lack of specific pre-season screening or re- turn-to-play readiness for all the injured athletes. Further, there was a lack of application of best practice principles for most of the injury types. For athletes who received medical care, the results show inconsistencies and inadequacies from the acute stage of the injury to return-to-sports participation.&#x0D;
Conclusion: This study identified barriers such as up-to-date knowledge among the sports resource providers; the gaps for appropriate and adequate specific facilities for managing injured athletes, and policies to mandate care of injured athletes. These barriers detract from applying best medical practices.&#x0D;
Keywords: Injuries; medical; Uganda; emergency; intermediate; rehabilitation; return-to-sports.",cc-by,,,
Promoting a gender-balanced participation in physical education in urban high schools,,,,,,,,,,,,,,,,,,,
Learner-centered teaching and digital literacy instruction in low-income countries: A case study in Kenya,,,,,,,,,,,,,,,,,,,
"Risk Factors of Academic Performance: School Violence, School Safety Concerns, and Depression by Gende",,,,,,,,,,,,,,,,,,,
"Gender-Specific Pathways among Face-to-Face and Cyber Bullying Victimization, Depressive Symptoms, and Academic Performance among U.S. Adolescents",,,,,,,,,,,,,,,,,,,
Racing Strategies and Tactics for Middle Distance Events,,,,,,,,,,,,,,,,,,,
The Effects of Manual Therapy and PRIMFIT Unstable Surface Balance Training on Walking Gait Cycle Post an Acute Grade 3 Inversion Ankle Sprain: A Case Study,2018.0,"[{'given': 'Arie V.', 'family': 'Poremba', 'name': 'Arie V. Poremba'}]",Sports Injuries &amp; Medicine,10.29011/2576-9596.100026,journal-article,['2576-9596'],Sports Injr Med,Sports Injr Med,Gavin Publishers,1,2,,2018-02-22,,,cc-by-sa,,,
Pre-participation Evaluations And The Relative Risk Of Injuries In Ugandan Sports,,,,,,,,,,,,,,,,,,,
"Gender-Specific Pathways among Face-to-Face and Cyber Bullying Victimization, Depressive Symptoms, and Academic Performance among U.S. Adolescents.",,,,,,,,,,,,,,,,,,,
"Risk Factors of Academic Performance: Experiences of School Violence, School Safety Concerns, and Depression by Gender",2020.0,"[{'given': 'Youn Kyoung', 'family': 'Kim', 'name': 'Youn Kyoung Kim'}, {'given': 'Jane E.', 'family': 'Sanders', 'name': 'Jane E. Sanders'}, {'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}, {'given': 'Mansoo', 'family': 'Yu', 'name': 'Mansoo Yu'}]",Child &amp; Youth Care Forum,10.1007/s10566-020-09552-7,journal-article,"['1053-1890', '1573-3319']",Child Youth Care Forum,Child Youth Care Forum,Springer Science and Business Media LLC,5,49,725-742,2020-10-01,"['Life-span and Life-course Studies', 'Social Sciences (miscellaneous)']",,,,,
Learner-centered teaching and digital literacy instruction in low-income countries: A case study in Kenya,,,,,,,,,,,,,,,,,,,
"Campus Wellness Facility, Student Contentment and Health.",2020.0,"[{'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}, {'given': 'Yvette', 'family': 'Kell', 'name': 'Yvette Kell'}, {'given': 'Cyprian', 'family': 'Maro', 'name': 'Cyprian Maro'}, {'given': 'Zhankun', 'family': 'Wang', 'name': 'Zhankun Wang'}]",Recreational Sports Journal,10.1177/1558866120927322,journal-article,"['1558-8661', '1558-867X']",Recreational Sports Journal,Recreational Sports Journal,SAGE Publications,1,44,60-66,2020-04-01,"['Tourism, Leisure and Hospitality Management', 'Social Sciences (miscellaneous)', 'Education', 'Health (social science)']", Many U.S. college campuses have ways in which users’ lives can be enriched through wellness efforts. Provision of wellness and recreational services through a state of the art or newly renovated recreation and wellness facility is one avenue. The primary goal of this study was to determine the level of campus recreation facility satisfaction and utilization outcomes among student users at a Midwestern U.S. institution. The Recreation Wellness Survey was designed and its items were successfully tested for reliability using Cronbach’s α. Study results revealed that student perceptions of satisfaction in key areas predicted their development of healthy habits and overall satisfaction. The study highlights the necessity of satisfaction with key aspects of campus recreational facilities in the development of utilization outcomes among student users. ,,,,
Prevention and Management of Sport-Related Concussions in Uganda: A Case Study,2019.0,"[{'given': 'Samuel', 'family': 'K Lubega', 'name': 'Samuel K Lubega'}, {'given': 'Mike', 'family': 'Lambert', 'name': 'Mike Lambert'}, {'given': 'Timothy', 'family': 'Makubuya', 'name': 'Timothy Makubuya'}, {'given': 'Shelina', 'family': 'Babul', 'name': 'Shelina Babul'}, {'given': 'Haruna', 'family': 'Muwonge', 'name': 'Haruna Muwonge'}, {'given': 'Robert', 'family': 'Zavuga', 'name': 'Robert Zavuga'}, {'given': 'Josephine', 'family': 'Kasolo', 'name': 'Josephine Kasolo'}, {'given': 'Joseph', 'family': 'Kalanzi', 'name': 'Joseph Kalanzi'}]",American Journal of Sports Science and Medicine,10.12691/ajssm-7-2-2,journal-article,['2333-4592'],AJSSM,AJSSM,"Science and Education Publishing Co., Ltd.",2,7,34-39,2019-05-08,"['Materials Chemistry', 'Economics and Econometrics', 'Media Technology', 'Forestry']",,cc-by,,,
"The Relationship of Public and Private Religiosity to African American, Women Caregivers' Use of Alcohol for Coping with Caregiving Burden",2021.0,"[{'given': 'Joseph G', 'family': 'Pickard', 'name': 'Joseph G Pickard'}, {'given': 'Sha-Lai', 'family': 'Williams Woodson', 'name': 'Sha-Lai Williams Woodson'}, {'given': 'Sharon D', 'family': 'Johnson', 'name': 'Sharon D Johnson'}]",Aging & mental health,10.1080/13607863.2019.1699020,journal-article,1360-7863,Aging Ment Health,Aging Ment Health,Informa UK Limited,3,25,551-558,2021-03-01,"['Psychiatry and Mental health', 'Geriatrics and Gerontology', 'Gerontology', 'Pshychiatric Mental Health']","The number of African American women providing unpaid care to an older person is increasing. Multiple stresses are associated with the caregiving experience. This article examines the relationship of both public and private religiosity to the use of alcohol to cope with these stresses. Data were from the Black Rural and Urban Caregivers Mental Health and Functioning Study. This cross-sectional study included 521 midwestern urban (<i>n</i> = 256) and rural (<i>n</i> = 265) African American women who were caregivers of dependent African Americans age 65 years and older. Results of heiarchical multinomial logistic regression revealed that those who are younger, those living in an urban area, and those with lower levels of religious attendance were more likely to use alcohol to cope with the stresses of caregiving. Helping professionals can use a strengths perspective, which highlights the importance of emphasizing strengths to increase caregivers' personal power, the development of strong coping skills, and the improvement of social support systems to create a positive approach to self-care with a focus on community building.",,31809587.0,"['Alcohol', 'Religion', 'Coping', 'Spirituality', 'Caregiver', 'African American', 'Humans', 'Cross-Sectional Studies', 'Adaptation, Psychological', 'Aged', 'Caregivers', 'Female', 'Black or African American']",
Examining the impact  	of race/ethnicity and gender intersectionality on preferences of social distance from individuals with mental health conditions,2018.0,"[{'given': 'Sha-Lai L.', 'family': 'Williams', 'name': 'Sha-Lai L. Williams'}, {'given': 'E. Peter', 'family': 'Cabrera-Nguyen', 'name': 'E. Peter Cabrera-Nguyen'}, {'given': 'Sharon D.', 'family': 'Johnson', 'name': 'Sharon D. Johnson'}]",Journal of Human Behavior in the Social Environment,10.1080/10911359.2018.1433572,journal-article,"['1091-1359', '1540-3556']",Journal of Human Behavior in the Social Environment,Journal of Human Behavior in the Social Environment,Informa UK Limited,3,28,370-380,2018-04-03,"['Social Sciences (miscellaneous)', 'Anthropology']",,,,,
"Stress, stressors, and substance use: Differential risk for hookah use among African American college students",2020.0,"[{'given': 'Renee M.', 'family': 'Cunningham-Williams', 'name': 'Renee M. Cunningham-Williams'}, {'given': 'Brittni D.', 'family': 'Jones', 'name': 'Brittni D. Jones'}, {'given': 'Sheretta T.', 'family': 'Butler-Barnes', 'name': 'Sheretta T. Butler-Barnes'}, {'given': 'Anjanette A.', 'family': 'Wells', 'name': 'Anjanette A. Wells'}, {'given': 'Sha-Lai L.', 'family': 'Williams Woodson', 'name': 'Sha-Lai L. Williams Woodson'}, {'given': 'Sharon D.', 'family': 'Johnson', 'name': 'Sharon D. Johnson'}, {'given': 'Meagan R.', 'family': 'Pilar', 'name': 'Meagan R. Pilar'}]",Journal of Ethnicity in Substance Abuse,10.1080/15332640.2018.1511492,journal-article,"['1533-2640', '1533-2659']",Journal of Ethnicity in Substance Abuse,Journal of Ethnicity in Substance Abuse,Informa UK Limited,2,19,289-310,2020-04-02,"['Health (social science)', 'Medicine (miscellaneous)']",,,,,
African American college students' perceptions of mental health messages: Examining use of targeting and metaphor.,,,,,,,,,,,,,,,,,,,
UMSL Black Faculty and Staff Association names public lecture series after Jerome Morris,,,,,,,,,,,,,,,,,,,
Does the Andersen Behavioral Model of Health Services Use Predict College Students' Use of On-Campus  Mental Health Services,2020.0,"[{'given': 'Meagan R', 'family': 'Pilar', 'name': 'Meagan R Pilar'}, {'given': 'Renee M', 'family': 'Cunningham-Williams', 'name': 'Renee M Cunningham-Williams'}, {'given': 'Sha-Lai L', 'family': 'Williams Woodson', 'name': 'Sha-Lai L Williams Woodson'}]",Journal of American college health : J of ACH,10.1080/07448481.2019.1583665,journal-article,0744-8481,J Am Coll Health,J Am Coll Health,Informa UK Limited,6,68,631-643,2020-08-01,"['Public Health, Environmental and Occupational Health']","<b>Objective:</b> 10-50% of college students meet the diagnostic criteria for one or more mental illnesses; unfortunately, less than half seek treatment. This study assessed the predictive power of specific variables on students' use of on-campus mental health resources using the American College Health Association's National College Health Assessment (ACHA-NCHA) II. <b>Participants:</b> Respondents included undergraduate and graduate students ages 18-35 years (<i>n</i> = 96,121). <b>Methods:</b> We analyzed data from the ACHA-NCHA II Fall 2014 and Spring 2015. Andersen's Behavioral Model of Health Services Use enabled selection of predisposing, enabling, and need predictor variables; these were analyzed individually and collectively. <b>Results:</b> Predisposing, enabling, and need variables accounted for 9%, 2.3%, and 17% of the overall variance. Significant variables associated with a student's decision to access on-campus mental health services accounted for 23% of variance total. <b>Conclusions:</b> This insight could allow universities to better recognize students at-risk for needing but not accessing mental health services.",,30958760.0,"['Mental Health Services', 'College Students', 'Service Use', 'Andersen Behavioral Model Of Health Services Use', 'Humans', 'Mental Health', 'Mental Disorders', 'Students', 'Universities', 'Adolescent', 'Adult', 'Student Health Services', 'Patient Acceptance of Health Care', 'United States', 'Female', 'Male', 'Young Adult', 'Surveys and Questionnaires']",
"Stress, stressors, and substance use: Differential risk for hookah use among African American college students",2020.0,"[{'given': 'Renee M.', 'family': 'Cunningham-Williams', 'name': 'Renee M. Cunningham-Williams'}, {'given': 'Brittni D.', 'family': 'Jones', 'name': 'Brittni D. Jones'}, {'given': 'Sheretta T.', 'family': 'Butler-Barnes', 'name': 'Sheretta T. Butler-Barnes'}, {'given': 'Anjanette A.', 'family': 'Wells', 'name': 'Anjanette A. Wells'}, {'given': 'Sha-Lai L.', 'family': 'Williams Woodson', 'name': 'Sha-Lai L. Williams Woodson'}, {'given': 'Sharon D.', 'family': 'Johnson', 'name': 'Sharon D. Johnson'}, {'given': 'Meagan R.', 'family': 'Pilar', 'name': 'Meagan R. Pilar'}]",Journal of Ethnicity in Substance Abuse,10.1080/15332640.2018.1511492,journal-article,"['1533-2640', '1533-2659']",Journal of Ethnicity in Substance Abuse,Journal of Ethnicity in Substance Abuse,Informa UK Limited,2,19,289-310,2020-04-02,"['Health (social science)', 'Medicine (miscellaneous)']",,,,,
Examining the Impact of a Campus Bystander Intervention Training on Students' Reports of Sexual Assault,,,,,,,,,,,,,,,,,,,
"(R) Trauma, religion, and social support among African American women.",,,,,,,,,,,,,,,,,,,
Who reports human trafficking tips and how it relates to bystander interventions.,,,,,,,,,,,,,,,,,,,
"(R) An Examination of the Relationship between Religious Beliefs, Behaviors, Commitment, and Connection and Addiction among African American Women",,,,,,,,,,,,,,,,,,,
Impact of evaluated need on mental health service use among African American emerging adults.,,,,,,,,,,,,,,,,,,,
Hookah and cigarette smoking among African American U.S. college students ages 18-24: Implications for college campus risk reduction and health promotion efforts.,,,,,,,,,,,,,,,,,,,
Retaining Low-Income Minority Cancer Patients in a Depression Treatment Intervention Trial: Lessons Learned,2015.0,"[{'given': 'Anjanette A.', 'family': 'Wells', 'name': 'Anjanette A. Wells'}, {'given': 'Lawrence A.', 'family': 'Palinkas', 'name': 'Lawrence A. Palinkas'}, {'given': 'Sha-Lai L.', 'family': 'Williams', 'name': 'Sha-Lai L. Williams'}, {'given': 'Kathleen', 'family': 'Ell', 'name': 'Kathleen Ell'}]",Community Mental Health Journal,10.1007/s10597-014-9819-3,journal-article,"['0010-3853', '1573-2789']",Community Ment Health J,Community Ment Health J,Springer Science and Business Media LLC,6,51,715-722,2015-08-01,"['Psychiatry and Mental health', 'Public Health, Environmental and Occupational Health', 'Health (social science)']",,,,,
Factors associated with HPV vaccination status at US colleges and universities.,,,,,,,,,,,,,,,,,,,
Are therapists likely to use a new empirically supported treatment if required,2018.0,"[{'given': 'David A', 'family': 'Patterson Silver Wolf', 'name': 'David A Patterson Silver Wolf'}, {'given': 'Carissa', 'family': 'van den Berk-Clark', 'name': 'Carissa van den Berk-Clark'}, {'given': 'Sha-Lai', 'family': 'Williams', 'name': 'Sha-Lai Williams'}, {'given': 'Catherine N', 'family': 'Dulmus', 'name': 'Catherine N Dulmus'}]",Journal of Social Work,10.1177/1468017317743138,journal-article,"['1468-0173', '1741-296X']",Journal of Social Work,Journal of Social Work,SAGE Publications,6,18,666-678,2018-11-01,"['Social Sciences (miscellaneous)', 'Health (social science)']",,,,,
"Trauma, religion, and social support among African American women.",,,,,,,,,,,,,,,,,,,
An examination of the relationship 	between religious/spiritual practices and addiction among African American women,,,,,,,,,,,,,,,,,,,
Church Attendance as a Protective 	Factor against Alcohol Use among African American Women Caregivers Coping with 	Stress,,,,,,,,,,,,,,,,,,,
Examining the impact of race/ethnicity and gender intersectionality on preferences of social distance from  	individuals with mental health conditions.,2018.0,"[{'given': 'Sha-Lai L.', 'family': 'Williams', 'name': 'Sha-Lai L. Williams'}, {'given': 'E. Peter', 'family': 'Cabrera-Nguyen', 'name': 'E. Peter Cabrera-Nguyen'}, {'given': 'Sharon D.', 'family': 'Johnson', 'name': 'Sharon D. Johnson'}]",Journal of Human Behavior in the Social Environment,10.1080/10911359.2018.1433572,journal-article,"['1091-1359', '1540-3556']",Journal of Human Behavior in the Social Environment,Journal of Human Behavior in the Social Environment,Informa UK Limited,3,28,370-380,2018-04-03,"['Social Sciences (miscellaneous)', 'Anthropology']",,,,,
African American college students' perceptions of mental health messages: Examining use of targeting and metaphor.,,,,,,,,,,,,,,,,,,,
Using cognitive response testing to explore perceptions of mental illness and mental health services among African American college students.,,,,,,,,,,,,,,,,,,,
Examining the impact of race/ethnicity and gender intersectionality on preferences of social distance from  	individuals with mental health conditions.,2018.0,"[{'given': 'Sha-Lai L.', 'family': 'Williams', 'name': 'Sha-Lai L. Williams'}, {'given': 'E. Peter', 'family': 'Cabrera-Nguyen', 'name': 'E. Peter Cabrera-Nguyen'}, {'given': 'Sharon D.', 'family': 'Johnson', 'name': 'Sharon D. Johnson'}]",Journal of Human Behavior in the Social Environment,10.1080/10911359.2018.1433572,journal-article,"['1091-1359', '1540-3556']",Journal of Human Behavior in the Social Environment,Journal of Human Behavior in the Social Environment,Informa UK Limited,3,28,370-380,2018-04-03,"['Social Sciences (miscellaneous)', 'Anthropology']",,,,,
African American college students' perceptions of mental health messages: Examining use of targeting and metaphor.,,,,,,,,,,,,,,,,,,,
Who reports human trafficking tips and how it relates to bystander interventions.,,,,,,,,,,,,,,,,,,,
Impact of race on  the implementation of empirically supported treatments in substance abuse treatment.,2017.0,"[{'given': 'Carissa', 'family': 'van den Berk-Clark', 'name': 'Carissa van den Berk-Clark'}, {'given': 'David A.', 'family': 'Patterson Silver Wolf (Adelv Unegv', 'name': 'David A. Patterson Silver Wolf (Adelv Unegv'}, {'given': 'Sha-Lai', 'family': 'Williams', 'name': 'Sha-Lai Williams'}]",Journal of Social Work Practice in the Addictions,10.1080/1533256x.2017.1302883,journal-article,"['1533-256X', '1533-2578']",Journal of Social Work Practice in the Addictions,Journal of Social Work Practice in the Addictions,Informa UK Limited,1-2,17,36-56,2017-04-03,"['Rehabilitation', 'Health (social science)']",,,,,
Test Journal Article,,,,,,,,,,,,,,,,,,,
Unlocking Cost Saving Opportunities Hidden in Hospital Tier Contracts,,,,,,,,,,,,,,,,,,,
The Effect of Optimizing Facility Locations on Omnichannel Designs,,,,,,,,,,,,,,,,,,,
Total Hockey Optimizes Omnichannel Facility Locations,2018.0,"[{'given': 'Mitchell A.', 'family': 'Millstein', 'name': 'Mitchell A. Millstein'}, {'given': 'James F.', 'family': 'Campbell', 'name': 'James F. Campbell'}]",Interfaces,10.1287/inte.2018.0942,journal-article,"['0092-2102', '1526-551X']",Interfaces,Interfaces,Institute for Operations Research and the Management Sciences (INFORMS),4,48,340-356,2018-08-01,"['Management of Technology and Innovation', 'Management Science and Operations Research', 'Strategy and Management']"," Omnichannel distribution, which blends brick-and-mortar retailing and e-commerce, is a key challenge for today’s supply chains. In this paper, we report on a study to design an omnichannel distribution system for Total Hockey, a growing U.S. sporting goods retailer in a competitive environment. Management strongly believes that e-commerce success will depend on high service levels characterized by one- or two-day delivery and initially thought that a new omnichannel warehouse located on the East Coast could support its expansion plans. To study the situation, we developed a profit-maximizing optimization model for locating omnichannel warehouses that supports both e-commerce and store shipments. The model uses estimates of e-commerce demand by metropolitan statistical area (MSA) across the United States, while incorporating management’s sales expectations regarding the value of high service levels, e-commerce sales lost to competitors’ stores, and reverse cannibalism from Total Hockey’s own retail stores. Multiple warehouse sizes allow modeling of nonlinear inventory costs. The facility-location optimization model allows exploration of multiple solutions and an assessment of the impact of higher service levels. The results of the study were contrary to management expectations and suggested a significant redesign of the distribution system. We report results for several analyses, implementation details, and managerial insights for omnichannel distribution. ",,,,
Improving Attitudes toward Poverty among DNP Students: Implementing a Community Action Poverty Simulation,2020.0,"[{'given': 'Melissa', 'family': 'Ehmke', 'name': 'Melissa Ehmke'}, {'given': 'Ericka', 'family': 'Sanner-Stiehr', 'name': 'Ericka Sanner-Stiehr'}]",Journal of the American Association of Nurse Practitioners,10.1097/jxx.0000000000000361,journal-article,['2327-6924'],J Am Assoc Nurse Pract,J Am Assoc Nurse Pract,Ovid Technologies (Wolters Kluwer Health),2,33,150-157,2020-02-04,"['General Medicine', 'General Nursing', 'General Medicine', 'General Nursing']","
          Poverty has detrimental effects on health outcomes. Doctorally prepared nurse practitioners are in a position to promote health for patients and communities experiencing poverty. To do so, they must be aware of their own attitudes and to have empathy toward the condition of poverty. Specialized poverty simulations have been successfully used to improve attitudes toward poverty among prelicensure nursing students, but there is a paucity of evidence exploring the effects of poverty simulations among Students in a Doctor of Nurse Practice (DNP) program. The purpose of this study was to evaluate the impact of a poverty simulation for students enrolled in a DNP program on their attitudes toward poverty. A quasi-experimental, pre-test and post-test survey design was used in this curriculum improvement project. A total of 29 DNP students participated in a 1-time, 4-hour Community Action Poverty Simulation© (CAPS). The simulations presented various challenges faced during 1 month of living in poverty. The Attitudes toward Poverty Scale-Short Form (ATPS-SF) was used to measure attitudes toward poverty both before and after the CAPS© experience. Descriptive statistics and paired t-tests were used to describe the participant group and measure the impact of the simulation on attitudes toward poverty. Attitudes toward poverty improved overall on all dimensions of the ATPS-SF after the CAPS© experience as compared to the pre-test, with particular improvement regarding stigmas related to poverty. Statistically significant improvements were detected on four items, and the overall favorable shift in attitudes presents clinically significant results. This poverty simulation experience should be considered for adoption into DNP curricula.",,,,
